MODULO;CODIGOPARAMETRO;DESCRIPCIONPARAMETRO;FUENTE;VALORPORDEFECTO;VALORPORCENTRO;ORGANIZACION;CENTRO;SERVICIO
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;30/11/2018;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;31/12/2018;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;31/08/2017;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;31/03/2022;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;31/12/2021;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Rehabilitación;PA_DISREH0002;Rehabilitación activa;TiCares;true;;;;
Rehabilitación;PA_DISREH0001;Formulario asociado a prescripción de rehabilitación;TiCares;;;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Facturación;PA_PASINV1049;Deseo Agrupar como detalle todos aquellos elementos de Sesiones de Facturación;TiCares;false;;;;
Emergencias;PA_PASEME0034;Indica si se carga por defecto la Zona de Consulta en modo listado;TiCares;false;;;;
Gestión de agendas y citas;PA_PASSCH0021;Motivo de Consulta por defecto de Consultas Externas;TiCares;PET_PROP;;;;
Gestión de agendas y citas;PA_PASSCH0022;Se permite citar varias primeras consultas con el mismo motivo de consulta;TiCares;true;;;;
Facturación;PA_PASINV0056;Indicativo de si está activada la facturación de la medicación basada en prescripciones de medicación (1=Activado, 0=Desactivado);TiCares;0;;;;
Quirófano;PA_PASOPR0007;El sistema gestiona posibilidad de mostrar el equipo médico de la última intervención, con mismo quirófano;TiCares;0;1;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Quirófano;PA_PASOPR0007;El sistema gestiona posibilidad de mostrar el equipo médico de la última intervención, con mismo quirófano;TiCares;0;1;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Quirófano;PA_PASOPR0007;El sistema gestiona posibilidad de mostrar el equipo médico de la última intervención, con mismo quirófano;TiCares;0;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Quirófano;PA_PASOPR0007;El sistema gestiona posibilidad de mostrar el equipo médico de la última intervención, con mismo quirófano;TiCares;0;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0054;Indica si se desea al crear una prescripción que se registre la localización de la prescripción;TiCares;1;;;;
Archivo;PA_PASARC0004;La historia se crea en Archivo cuando se crea depediendo del comportamiento del episodio secundario;TiCares;0;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Quirófano;PA_PASOPR0008;Se va a usar el genericTreeSelector de Quirofanos en vez del combo;TiCares;false;;;;
Admisión;PA_PASADM0009;Carga un texto por defecto para la descripción de la dirección del paciente;TiCares;DESCONOCIDO;DESCONOCIDO;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV1050;Parametro Integracion  consumos y factura de HDG Malaga(1=Activado, 0=Desactivado);TiCares;0;;;;
Estación Clínica;PA_CISMED0051;El sistema permite modificar y eliminar diagnÃ³sticos y procedimientos cerrados;TiCares;1;;;;
Parámetros generales de la aplicación;PA_COMAPP0016;Creación de parámetro que indica el número de documentos a mostrar de los documentos habituales del operador;TiCares;5;15;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Parámetros generales de la aplicación;PA_COMAPP0016;Creación de parámetro que indica el número de documentos a mostrar de los documentos habituales del operador;TiCares;5;15;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Parámetros generales de la aplicación;PA_COMAPP0016;Creación de parámetro que indica el número de documentos a mostrar de los documentos habituales del operador;TiCares;5;12;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Pacientes;PA_COMENC0003;Se registra consumo en el cierre de un procedimiento;TiCares;1;;;;
Pacientes;PA_COMENC0004;Se registra consumo en el cierre de un diagnósitco;TiCares;1;;;;
Quirófano;PA_PASOPR0018;Al prescribir un protocolo de medicación desde la Consola, sólo se registran las actividades seleccionadas en el mantenimiento de actividades de enfermería (Registro selectivo de actividades);TiCares;1;;;;
Control de accesos;PA_COMAPP0014;Nº máximo de reintentos de contraseña en el logado;TiCares;8;;;;
Parámetros generales de la aplicación;PA_COMAPP0015;El sistema gestiona esterilización de artículos;TiCares;0;;;;
Facturación;PA_PASINV0064;Porcentaje de Aportación por defecto;TiCares;100.0;;;;
Parámetros generales de la aplicación;PA_COMAPP0018;Se usa el PdfViewer para consultar otros documentos de tipo PDF.;TiCares;true;false;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Parámetros generales de la aplicación;PA_COMAPP0018;Se usa el PdfViewer para consultar otros documentos de tipo PDF.;TiCares;true;false;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Parámetros generales de la aplicación;PA_COMAPP0018;Se usa el PdfViewer para consultar otros documentos de tipo PDF.;TiCares;true;false;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Parámetros generales de la aplicación;PA_COMAPP0018;Se usa el PdfViewer para consultar otros documentos de tipo PDF.;TiCares;true;false;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Parámetros generales de la aplicación;PA_COMAPP0018;Se usa el PdfViewer para consultar otros documentos de tipo PDF.;TiCares;true;false;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Parámetros generales de la aplicación;PA_COMAPP0018;Se usa el PdfViewer para consultar otros documentos de tipo PDF.;TiCares;true;false;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Parámetros generales de la aplicación;PA_COMAPP0018;Se usa el PdfViewer para consultar otros documentos de tipo PDF.;TiCares;true;false;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Gestión de agendas y citas;PA_PASSCH0015;Permitir pedir pruebas para episodios solicitados de consultas externas;TiCares;true;;;;
Facturación;PA_PASINV0062;Número de hilos a lanzar por el algoritmo de facturación;TiCares;4;;;;
Facturación;PA_PASINV0063;Indica si el algoritmo de facturación tendrá en cuenta los precios por servicio;TiCares;true;;;;
Enfermería;PA_CISNUR0025;Indica si en el Listado de Actividades, las actividades de enfermería sólo se mostrarán al pulsar en un botón y no al seleccionar la intervención NIC;TiCares;true;;;;
Servicios Intermedios;PA_DISMOR0015;Parámetro para permitir recepcionar con fecha futura;TiCares;true;;;;
Servicios Intermedios;PA_DISMOR0016;Indica el texto a mostrar en el volante de cita en lugar de la fecha/hora de cada cita. Si se deja en blanco se mostrará la fecha/hora de la cita normalmente;TiCares;;Deberá acudir el día de la extracción entre las 8:00 y las 11:00 a laboratorio y coger turno.;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;LABORATORIOS
Estación Clínica;PA_CISMED0056;Indica el número de medicamentos que deben mostrarse en la lista de medicamentos recientes por usuario al prescribir un medicamento a paciente;TiCares;25;;;;
Parámetros generales de la aplicación;PA_COMAPP0017;Se registran los consumos de las actividades en las altas administrativas y en el registro de Protocolos de Medicación y Cuidados desde la Consola;TiCares;0;;;;
Facturación;PA_PASINV0067;Permite la generación automática de definición de consumos en la creación de medicamentos y artículos.;TiCares;false;;;;
Enfermería;PA_CISNUR0026;Plan de Cuidados. Check marcado para ver las valoraciones de un episodio;TiCares;1;;;;
Nutrición y dietética;PA_PASNUT0010;Indica si la prescripción de dieta es con sal o sin sal por defecto(Valores 1 o 0);TiCares;0;;;;
Nutrición y dietética;PA_PASNUT0011;Indica si la prescripción de dieta del acompañante  es con sal o sin sal por defecto(Valores 1 o 0);TiCares;0;;;;
Admisión;PA_PASADM0013;Cita en RDQ es de Consultas Externas;TiCares;false;;;;
Estación Clínica;PA_CISMED0057;Numero  maximo de dias anteriores a buscar en  la pantalla interconsulta(Valor vacio es sin limite);TiCares;;;;;
Servicios Intermedios;PA_DISMOR0019;Parámetro que indica el número límite de citas que se pueden imprimir en la hoja de dietario de la pantalla citas por agenda;TiCares;50;600;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Servicios Intermedios;PA_DISMOR0019;Parámetro que indica el número límite de citas que se pueden imprimir en la hoja de dietario de la pantalla citas por agenda;TiCares;50;250;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Servicios Intermedios;PA_DISMOR0019;Parámetro que indica el número límite de citas que se pueden imprimir en la hoja de dietario de la pantalla citas por agenda;TiCares;50;600;ÁREA HOSPITALARIA SEVILLA;;
Parámetros generales de la aplicación;PA_COMAPP0024;Altura porcentual máxima que puede tener una cabecera o pie de documento. No es recomendable valores superiores a 33%;TiCares;33;;;;
Parámetros generales de la aplicación;PA_COMAPP0025;Número de caracteres decimales por defecto para los campos calculados en los formularios;TiCares;3;;;;
Enfermería;PA_CISNUR0027;Activa la funcionalidad Notificación de enfermeria;TiCares;false;;;;
Enfermería;PA_CISNUR0032;Parámetro que activa la visualización de la información de sistemas muestrales en la pantalla de confirmación de actividades (true/false);TiCares;false;true;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Gestión de agendas y citas;PA_PASSCH0024;Cargar automáticamente la actividad programada con la actividad a citar en el proceso de citación (true/false);TiCares;false;true;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Servicios Intermedios;PA_DISMOR0021;Añade directamente el código de muestra leído por la pistola (true/false);TiCares;true;false;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
CMBD;PA_PASCMD0003;Tipo de diagnóstico secundario CMBD;TiCares;SA;;;;
CMBD;PA_PASCMD0004;Tipo de diagnóstico causa externa CMBD;TiCares;SA;;;;
CMBD;PA_PASCMD0005;Tipo de diagnóstico morfológico CMBD;TiCares;SA;;;;
Gestión de agendas y citas;PA_PASSCH0028;Parámetro que indica si queremos imprimir los consentimientos informados asociado al procedimiento al crear una inclusion RDQ en CEX ;TiCares;0;0;;;
Gestión de agendas y citas;PA_PASSCH0025;Al confirmar cita, poner como fecha de alta y admisión del episodio secundario la fecha de la cita en caso de que se confirme una cita con fecha ya pasada (true/false);TiCares;false;true;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Integración;PA_COMINT0005;Actuación Clínica que se le aplicará al episodio creado por peticiones enviadas desde sistemas externos;TiCares;LAB_ORDER;;;;
Farmacia;PA_DISPHA0032;Indica si el centro hace uso de la integración con Kardex;SFERE;0;1;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Enfermería;PA_CISNUR0037;Código del plan de estándar específico para partos y cesáreas;TiCares;;COR-OBS7;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Enfermería;PA_CISNUR0038;Número de cuidados de enfermería recientes a mostrar;TiCares;10;;;;
Estación Clínica;PA_CISMED0064;Número de evoluciones recientes a mostrar;TiCares;10;;;;
Facturación;PA_PASINV1078;Indica el valor para la serie de Albaranes;TiCares;10;;;;
Facturación;PA_PASINV1079;Indica el valor para la serie de Facturas;TiCares;20;;;;
Facturación;PA_PASINV1080;Indica el valor para la serie de Facturas rectificativas;TiCares;30;;;;
Facturación;PA_PASINV1082;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA RECTIFICATIVAS SIN precios;TiCares;;;;;
Facturación;PA_PASINV1083;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA RECTIFICATIVAS CON precios;TiCares;;;;;
Facturación;PA_PASINV1084;Texto a incluir al pie de los formatos de facturas;TiCares;;Operación exenta por aplicación del artículo [20.2] de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV1084;Texto a incluir al pie de los formatos de facturas;TiCares;;Operación exenta por aplicación de los artículos 20.1.2 y 20.1.3 de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Facturación;PA_PASINV1084;Texto a incluir al pie de los formatos de facturas;TiCares;;Operación exenta por aplicación de los artículos 20.1.2 y 20.1.3 de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Facturación;PA_PASINV1084;Texto a incluir al pie de los formatos de facturas;TiCares;;Operación exenta ley IVA 37/92 art.20.Uno.2º;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Facturación;PA_PASINV1084;Texto a incluir al pie de los formatos de facturas;TiCares;;Operación exenta por aplicación de los artículos 20.1.2 y 20.1.3 de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Facturación;PA_PASINV1084;Texto a incluir al pie de los formatos de facturas;TiCares;;Abonar en BANCO SANTANDER Nº de Cuenta ES89 0049-1742-65-2010011555;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV1084;Texto a incluir al pie de los formatos de facturas;TiCares;;Operación exenta por aplicación de los artículos 20.1.2 y 20.1.3 de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Facturación;PA_PASINV1084;Texto a incluir al pie de los formatos de facturas;TiCares;;Operación exenta por aplicación de los artículos 20.1.2 y 20.1.3 de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Facturación;PA_PASINV1090;El sistema permite crear facturas con importe 0;TiCares;true;;;;
Facturación;PA_PASINV1092;Indica el informe a usar cuando se desee imprimir facturas de REMESAS;TiCares;report_default_invoice_remittance_with_prices.jasper;;;;
Facturación;PA_PASINV1093;Indica el procedimiento almacenado que se va a usar a la hora de facturar un albarán en remesa;TiCares;TC_AUX_PROVINCIAL.ohhsjd_remesa_albaran_pr;;;;
Facturación;PA_PASINV1054;Parametro  de Medicamento por defecto asociado a especialidades recibido por  Integracion;TiCares;VACIO;;;;
Facturación;PA_PASINV0065;Indica si el número de comprobante fiscal de entidad es obligatorio;TiCares;1;;;;
Facturación;PA_PASINV0066;El sistema permite la consolidación de las facturas deseadas;TiCares;0;;;;
Facturación;PA_PASINV0068;Lista de identificadores externos usados a la hora de facturar a cliente privado. El separador debe ser @;TiCares;NNESP;;;;
Emergencias;PA_PASEME0035;Tiempo (en minutos) a partir del cual no se pueden deshacer altas de urgencias;TiCares;1440;60;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Emergencias;PA_PASEME0036;BAU virtual al cual se le asignara los apuntes logistico al dar un alta de urgencia(XKEY);TiCares;VACIO;V_VIRTUAL2;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Emergencias;PA_PASEME0036;BAU virtual al cual se le asignara los apuntes logistico al dar un alta de urgencia(XKEY);TiCares;VACIO;V_VIRTUAL07;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Emergencias;PA_PASEME0036;BAU virtual al cual se le asignara los apuntes logistico al dar un alta de urgencia(XKEY);TiCares;VACIO;V_VIRTUAL15;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Emergencias;PA_PASEME0036;BAU virtual al cual se le asignara los apuntes logistico al dar un alta de urgencia(XKEY);TiCares;VACIO;V_VIRTUAL11;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Parámetros generales de la aplicación;PA_COMAPP0019;Margen de horas para poder modificar un formulario asociado a un episodio secundario desde la fecha de su cierre (la del episodio secundario);TiCares;NONE;;;;
Parámetros generales de la aplicación;PA_COMAPP0020;Margen de horas para poder modificar un formulario desde su fecha de creación;TiCares;NONE;;;;
Nutrición y dietética;PA_PASNUT0009;Indica si la dieta absoluta es visible en pizarra de dietas cuando se busca por prescripciones;TiCares;TRUE;;;;
Emergencias;PA_PASEME0039;Tiempo (en minutos) que se restarán a la fecha actual para representar los pacientes que han sido dados de alta. ;TiCares;180;180;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Emergencias;PA_PASEME0039;Tiempo (en minutos) que se restarán a la fecha actual para representar los pacientes que han sido dados de alta. ;TiCares;180;75;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Rehabilitación;PA_DISREH0003;Gestión de observaciones de tratamiento de rehabilitación en lista de espera;TiCares;false;1;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Quirófano;PA_PASOPR0019;Código de tipo de actividad para filtrar procedimientos Quirurgicos en la hoja operatoria;TiCares;;;;;
Servicios Intermedios;PA_DISMOR0017;Admitir automáticamente las peticiones de servicios intermedios al crearse;TiCares;true;true;ÁREA HOSPITALARIA SEVILLA;;
Servicios Intermedios;PA_DISMOR0017;Admitir automáticamente las peticiones de servicios intermedios al crearse;TiCares;true;true;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Servicios Intermedios;PA_DISMOR0017;Admitir automáticamente las peticiones de servicios intermedios al crearse;TiCares;true;true;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Pacientes;PA_COMAPP0022;ExternalidType a mostrar en la pantalla busqueda de paciente(ej. de uso  por  SS|NNSP );TiCares;SS|NNESP;;;;
Admisión;PA_PASADM0012;Indica si se marca  el check duplicar el plan de cuidado en el Cambio de servicio(Valores 1 o 0);TiCares;0;1;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Pacientes;PA_COMCLI0013;Visualizar características del paciente al crear subepisodio;TiCares;1;;;;
Parámetros generales de la aplicación;PA_COMAPP0023;Se usa TiCares para consultar otros documentos de tipo JPG (Fichero y escaneado).;TiCares;true;;;;
Rehabilitación;PA_DISREH0004;Máximo número de meses en los que realizar búsqueda de huecos al citar tratamiento;TiCares;8;15;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Rehabilitación;PA_DISREH0004;Máximo número de meses en los que realizar búsqueda de huecos al citar tratamiento;TiCares;8;12;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
